name,primary_muscle,secondary_muscles,equipment,experience_level,overview,instructions,tips,video_url,source_url
V-Bar Pull Up Video Exercise Guide,Lats,"Biceps, Middle Back, Shoulders","Biceps, Middle Back, Shoulders","Biceps, Middle Back, Shoulders",,"Place the V-Bar over the top of the pull up bar and grip the bar with a neutral grip (palms facing each other).Let your body hang straight down with your arms extended. This is the starting position.Engage your back and arms to pull your chest up towards the bar as close as possible. Keep your elbows close to your body.Slowly lower your body back down to the starting position, fully extending your arms. This is one rep.Do the desired number of reps with smooth and controlled movements.",Use a full range of motion on every rep.Avoid using momentum by swinging to pull your body up.Control your body throughout the movement.Weight can be added for extra intensity.,https://player.vimeo.com/video/877881231?badge=0&autopause=0&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/v-bar-pull-up.html
Underhand Close Grip Lateral Pulldown Video Exercise Guide,Lats,"Biceps, Middle Back","Biceps, Middle Back","Biceps, Middle Back",,"The underhand close grip lat pulldown is similar to the regularclose grip lat pulldown, but the underhand grip means that your biceps are more involved in the exercise.Set up for the underhand close grip lat pull by attaching a small straight bar to the machine (you can use the wide grip bar if you prefer), setting the weight on the stack, and adjusting the knee pad.Grab the bar with an underhand grip, with your hands around 10-12 inches apart.Sit down on the machine with your arms fully outstretched. This is the starting position.Keeping your back and body straight, slowly pull the weight down to your upper chest.Pause, and then slowly lower the weight back to the start position. Do not let the stack drop.Repeat for desired reps.",Keep your elbows tucked in by your side when pulling the weight down.Don't lean back at any time. Leaning back makes the exercise easier - it's cheating!Control the weight at all times - don't let it drop quickly.To add extra intensity pause for a count of 2 at the bottom of the movement squeezing through the lats.Focus on squeezing the lats to move the weight. Your forearms should only be responsible for holding the weight.,https://player.vimeo.com/video/756788564?h=13671ead43,https://www.muscleandstrength.com/exercises/underhand-close-grip-lat-pull-down.html
Close Grip Pull Up Video Exercise Guide,Lats,"Abs, Biceps, Shoulders, Upper Back","Abs, Biceps, Shoulders, Upper Back","Abs, Biceps, Shoulders, Upper Back","The close grip pull up is apull upvariation and an exercise used to build the muscle of the back and arms. Specifically, the close grip pull up is used to build the lats and biceps.The hand positioning of the close grip pull up assists in alleviating unnecessary strain on the shoulder that some experience when performing its wide grip counterpart. However, the closer grip does result in slightly more bicep involvement, which can take away emphasis placed on the lats.","Using a pronated grip, grasp the pull bar with a shoulder width grip.Take a deep breath, squeeze your glutes and brace your abs. Depress the shoulder blades and then drive the elbows straight down to the floor while activating the lats.Pull your chin towards the bar until the lats are fully contracted, then slowly lower yourself back to the start position and repeat for the assigned number of repetitions.","To decrease bicep involvement, use a false (thumbless grip).Try to keep a neutral head position (looking straight ahead or slightly up) as hyperextending the neck can lead to compensations throughout the spine.If the bar is high enough, keep the legs straight and in front of the body in a hollow body position.Avoid falling into overextension of the lumbar spine by squeezing your glutes and bracing your abs.The pullup is completed when the lats are fully flexed, don’t continue pulling and compensate with the pecs. When this occurs, the elbows will flare up behind the body, the shoulder will round forward, and you’ll begin to feel pressure in the front of your shoulders.A lifter’s segment length will determine whether or not they can actually get their chin over the bar, it’s not an absolute for everyone.Lower to almost full extension of the elbow but avoid locking out completely as this can place excessive strain on the ligamentous structures within the elbow and shoulder.If you can’t complete a single bodyweight pullup, start with slow negatives (add weight when these can be accomplished under control) or flexed arm hangs in the top position.Ditch the straps and kips, neither one is necessary or recommended.",https://www.youtube.com/embed/tgDl9PlA4-Q?rel=0,https://www.muscleandstrength.com/exercises/close-grip-pull-up.html
Pull Up with Leg Raise Video Exercise Guide,Lats,"Abs, Biceps, Shoulders, Upper Back","Abs, Biceps, Shoulders, Upper Back","Abs, Biceps, Shoulders, Upper Back",The pull up with leg raise is a combination exercise that combines thepull upandleg raise. This combo challenges the back to maintain a paused position and the core to execute a leg raise.The slight pause at the top of the pull up increases the time under tension placed on the pulling muscles involved and can be a good way to progressively overload the muscle to elicit muscle growth.,"Using a pronated grip, grasp the pull up bar with a slightly wider than shoulder width grip.Take a deep breath, depress the shoulder blades and drive the elbows straight down to the floor while activating the lats.Pull your chin towards the bar until the lats are fully contracted, then squeeze the abs and raise the legs to 90 degrees.Lower the legs and then slowly lower yourself back to the start position.Repeat for the assigned number of repetitions.","To decrease bicep involvement, use a false (thumbless grip).Try to keep a neutral head position (looking straight ahead or slightly up) as hyperextending the neck can lead to compensations throughout the spine.If the bar is high enough, keep the legs straight and in front of the body in a hollow body position.Avoid falling into overextension of the lumbar spine by squeezing your glutes and bracing your abs.The pull up is completed when the lats are fully flexed, don’t continue pulling and compensate with the pecs. When this occurs, the elbows will flare up behind the body, the shoulder will round forward, and you’ll begin to feel pressure in the front of your shoulders.A lifter’s segment length will determine whether or not they can actually get their chin over the bar, it’s not an absolute for everyone.Lower to almost full extension of the elbow but avoid locking out completely as this can place excessive strain on the ligamentous structures within the elbow and shoulder.If you can’t complete a single bodyweight pull up, start with slow negatives (add weight when these can be accomplished under control) or flexed arm hangs in the top position.Ditch the straps and kips, neither one is necessary or recommended.",https://www.youtube.com/embed/2hwF9rHNMMM?rel=0,https://www.muscleandstrength.com/exercises/pull-up-with-leg-raise
Rack Lat Stretch Video Exercise Guide,Lats,None,None,None,"The rack lat stretch is a static stretching exercise used to alleviate tension in the lats.Having tight lats can affect a number of movement patterns, especiallyfront squatsandoverhead presses. By performing this drill prior to days where you might train those movements, you’ll allow yourself to keep better form during the movement.","In an upright position, reach forward and grasp a squat rack with one hand. Place your free hand on the ribcage to monitor spinal positioning.Sit back into your hips and step back with the ipsilateral leg to increase the stretch on lats.Slowly lean back and open your hips to intensify the stretch.Hold for time, breaths, or repetitions and repeat on the opposite arm.","Never stretch to the point of pain or discomfort which causes you to hold your breath. Holding the breath increases global tension and will only work against the effects of the stretch at hand.If you’re just feeling a stretch in the front of the shoulder then you’re stretching the anterior capsule and increasing instability within the shoulder - STOP. Work on other movements such as a KB armbar, band dislocates, and soft tissue work with a lacrosse ball.Work to control the stretch using your breath - after you rock forward slightly, focus on breathing in that position and increasing the stretch on the pec by inflating the lungs. Focus on completing a set number of breaths and then slowly try to get deeper into the stretch before repeating the process.",https://www.youtube.com/embed/B8DfWCkjsd4,https://www.muscleandstrength.com/exercises/rack-lat-stretch
Band Assisted Chin Up (From Foot) Video Exercise Guide,Lats,"Abs, Biceps, Shoulders, Upper Back","Abs, Biceps, Shoulders, Upper Back","Abs, Biceps, Shoulders, Upper Back",The band assisted chin up (from foot) is a great beginner variation of thechin upfor those who are unable to perform entire sets of regular bodyweight chin ups.The eventual goal when performing band assisted chin ups is to build the pulling muscles (lats and biceps) and eventually be able to perform your chin ups without the band.,"Attach a band to the bar and loop the end around your foot.Using a supinated grip, grasp the bar with a shoulder width grip.Take a deep breath, squeeze your glutes and brace your abs. Depress the shoulder blades and then drive the elbows straight down to the floor while activating the lats.Pull your chin towards the bar until the lats are fully contracted, then slowly lower yourself back to the start position and repeat for the assigned number of repetitions.","Ensure you keep the leg straight throughout the duration of the movement in order to allow the band to provide assistance.To decrease bicep involvement, use a false (thumbless grip).Try to keep a neutral head position (looking straight ahead or slightly up) as hyperextending the neck can lead to compensations throughout the spine.If the bar is high enough, keep the legs straight and in front of the body.Avoid falling into overextension of the lumbar spine by squeezing your glutes and bracing your abs.The chin up is completed when the lats are fully flexed, don’t continue pulling and compensate with the pecs.Keep your shoulders down and back, if they round forward at the top then you’ve pulled too far.A lifter’s segment length will determine whether or not they can actually get their chin over the bar, it’s not an absolute for everyone.Lower to almost full extension of the elbow but avoid locking out completely as this can place excessive strain on the ligamentous structures within the elbow and shoulder.If you can’t complete a single bodyweight pullup, start with slow negatives or flexed arm hangs at the top position.Ditch the straps and kips, neither one is necessary or recommended.",https://www.youtube.com/embed/4VaItNG5JiM?rel=0,https://www.muscleandstrength.com/exercises/resistance-banded-chin-up-from-foot
Resistance Band Assisted Pull Up (From Knee) Video Exercise Guide,Lats,"Abs, Biceps, Shoulders, Upper Back","Abs, Biceps, Shoulders, Upper Back","Abs, Biceps, Shoulders, Upper Back","The resistance band assisted pull up (from knee) is a great exercise for beginners to use on their way to progressing to a bodyweightpull up.The resistance band helps remove some of the load allowing the lifter to train the pull up motion. This helps them build the pulling muscles (lats, biceps) so they can eventually progress to performing the traditional bodyweight pull up.","Attach a band to the bar and loop the end around your knee.Using a pronated grip, grasp the pull up bar with a slightly wider than shoulder width grip.Take a deep breath, squeeze your glutes and brace your abs. Depress the shoulder blades and then drive the elbows straight down to the floor while activating the lats.Pull your chin towards the bar until the lats are fully contracted, then slowly lower yourself back to the start position and repeat for the assigned number of repetitions.","To decrease bicep involvement, use a false (thumbless grip).Try to keep a neutral head position (looking straight ahead or slightly up) as hyperextending the neck can lead to compensations throughout the spine.Avoid falling into overextension of the lumbar spine by squeezing your glutes and bracing your abs.The pull up is completed when the lats are fully flexed, don’t continue pulling and compensate with the pecs. When this occurs, the elbows will flare up behind the body, the shoulder will round forward, and you’ll begin to feel pressure in the front of your shoulders.A lifter’s segment length will determine whether or not they can actually get their chin over the bar, it’s not an absolute for everyone.Lower to almost full extension of the elbow but avoid locking out completely as this can place excessive strain on the ligamentous structures within the elbow and shoulder.If you can’t complete a single bodyweight pull up, start with slow negatives (add weight when these can be accomplished under control) or flexed arm hangs in the top position.Ditch the straps and kips, neither one is necessary or recommended.",https://www.youtube.com/embed/qZQFqShg3t0?rel=0,https://www.muscleandstrength.com/exercises/band-assisted-pull-up-from-knee
Weighted Chin Up Video Exercise Guide,Lats,"Abs, Biceps, Shoulders, Upper Back","Abs, Biceps, Shoulders, Upper Back","Abs, Biceps, Shoulders, Upper Back","The weighted chin up is a progression lifters often make fromchin upsonce they’ve mastered the bodyweight variation of this movement.The addition of weight when perform the weighted chin up provides an easy and trackable way for the lifter to achieve progressive overload when performing the exercise. And of course, progressive overload is a key component of building bigger, stronger muscles.","Load a weight belt with the desired weight and loop it around your waist.Using a supinated grip, grasp the bar with a shoulder width grip.Take a deep breath, squeeze your glutes and brace your abs. Depress the shoulder blades and then drive the elbows straight down to the floor while activating the lats.Pull your chin towards the bar until the lats are fully contracted, then slowly lower yourself back to the start position and repeat for the assigned number of repetitions.","To decrease bicep involvement, use a false (thumbless grip).Try to keep a neutral head position (looking straight ahead or slightly up) as hyperextending the neck can lead to compensations throughout the spine.If the bar is high enough, keep the legs straight and in front of the body.Avoid falling into overextension of the lumbar spine by squeezing your glutes and bracing your abs.The chin up is completed when the lats are fully flexed, don’t continue pulling and compensate with the pecs.Keep your shoulders down and back, if they round forward at the top then you’ve pulled too far.A lifter’s segment length will determine whether or not they can actually get their chin over the bar, it’s not an absolute for everyone.Lower to almost full extension of the elbow but avoid locking out completely as this can place excessive strain on the ligamentous structures within the elbow and shoulder.If you can’t complete a single bodyweight chin up, start with slow negatives or flexed arm hangs at the top position.Ditch the straps and kips, neither one is necessary or recommended.",https://www.youtube.com/embed/-HV2bwkP6VU?rel=0,https://www.muscleandstrength.com/exercises/weighted-chin-up
Behind Neck Lat Pull Down Video Exercise Guide,Lats,"Abs, Biceps, Shoulders, Upper Back","Abs, Biceps, Shoulders, Upper Back","Abs, Biceps, Shoulders, Upper Back","The behind the neck lat pull down is a variation of thelatpull downand an exercise used to build the muscles of the back. While the exercise will primarily target the lats, you will also notice a fair amount of bicep and middle back activation.Behind the neck exercises are seen as a dated practice as the range of motion can put the shoulder joint in an unfavorable position. Some tension can be alleviated by stopping the rep at the top of the neckline.That said, if you are experiencing pain while performing the exercise, it may be beneficial to experiment with other pull down variations.The behind the neck lat pull down can be performed during yourback workouts, upper body workouts, pull workouts, andfull body workouts.",Attach a wide grip handle to the lat pulldown machine and assume a seated position.Grasp the handle with a pronated grip (double overhand) and initiate the movement by depressing the shoulder blades and then flexing the elbow while extending the shoulder.Pull the handle behind your neck until it nearly touches at the base of your traps and then slowly lower the handle back to the starting position under control.Repeat for the desired number of repetitions.,"Keep some tone through your abdominals as you pull the bar into your body to ensure you don’t arch excessively through the spine.Don’t allow momentum to dictate the movement, control the dumbbells throughout the entirety of each rep.If you feel your biceps being overused and your back remaining under active, consider utilizing a false grip (i.e. don’t wrap the thumb around the dumbbell).Don’t allow the head to jut forward as you pull.Similarly, ensure the shoulder blade moves on the rib cage. Don’t lock the shoulder blade down and just move through the glenohumeral joint.Allow the shoulder to internally rotate and shrug slightly at the top of the movement. You will obviously reverse the movement and depress the shoulder blade before you pull with the arm.",https://www.youtube.com/embed/u0NAUhxSt6M?rel=0,https://www.muscleandstrength.com/exercises/behind-neck-lat-pull-down.html
Close Grip Chin Up Video Exercise Guide,Lats,"Abs, Biceps, Shoulders, Upper Back","Abs, Biceps, Shoulders, Upper Back","Abs, Biceps, Shoulders, Upper Back","The close grip chin up is a variation of thechin upand an exercise used to target the muscles of the back. In particular, the close grip chin up works the lats, but also indirectly hits the muscles of the upper back, biceps, and core.The close grip chin up will encourage slightly more involvement from the biceps than other chin up variations. Thus, the close grip chin up is best used as an exercise to overload the biceps when attempting to maximize bicep muscle growth.","Using a supinated grip, grasp the bar with a narrow grip.Take a deep breath, squeeze your glutes and brace your abs. Depress the shoulder blades and then drive the elbows straight down to the floor while activating the lats.Pull your chin towards the bar until the lats are fully contracted, then slowly lower yourself back to the start position and repeat for the assigned number of repetitions.","To decrease bicep involvement, use a false (thumbless grip).Try to keep a neutral head position (looking straight ahead or slightly up) as hyperextending the neck can lead to compensations throughout the spine.If the bar is high enough, keep the legs straight and in front of the body.Avoid falling into overextension of the lumbar spine by squeezing your glutes and bracing your abs.The chin-up is completed when the lats are fully flexed, don’t continue pulling and compensate with the pecs.Imagine you’re trying to drive the elbows down as you pull.Keep your shoulders down and back, if they round forward at the top then you’ve pulled too far.A lifter’s segment length will determine whether or not they can actually get their chin over the bar, it’s not an absolute for everyone.Lower to almost full extension of the elbow but avoid locking out completely as this can place excessive strain on the ligamentous structures within the elbow and shoulder.If you can’t complete a single bodyweight chin up, start with slow negatives or flexed arm hangs at the top position.",https://www.youtube.com/embed/PG0PjOIR_NA?rel=0,https://www.muscleandstrength.com/exercises/close-grip-chin-up
Archer Pull Up Video Exercise Guide,Lats,"Abs, Biceps, Shoulders, Upper Back","Abs, Biceps, Shoulders, Upper Back","Abs, Biceps, Shoulders, Upper Back","The archer pull up is a more advanced variation of the traditional pull up and is used to target the lat and bicep muscles.The archer pull up incorporates a slight unilateral effect, allowing the lifter to emphasize one lat at a time. This allows the lifter to really focus on the concentric hold of each lat to help develop the mind-muscle connection. The hold and shift also increases the time under tension of the muscle, which can help in building bigger lats.","Using a pronated grip, grasp the pull up bar with a slightly wider than shoulder width grip.Take a deep breath, squeeze your glutes and brace your abs. Depress the shoulder blades and then drive the elbows straight down to the floor while activating the lats.Pull your chin towards one side of the bar until the lats are fully contracted, then slowly shift to the other side of the bar without changing the height of your body. Once the shift is complete, lower yourself back to the start position and repeat for the assigned number of repetitions.","To decrease bicep involvement, use a false (thumbless grip).Try to keep a neutral head position (looking straight ahead or slightly up) as hyperextending the neck can lead to compensations throughout the spine.If the bar is high enough, keep the legs straight and in front of the body in a hollow body position.Avoid falling into overextension of the lumbar spine by squeezing your glutes and bracing your abs.The pull up is completed when the lats are fully flexed, don’t continue pulling and compensate with the pecs. When this occurs, the elbows will flare up behind the body, the shoulder will round forward, and you’ll begin to feel pressure in the front of your shoulders.A lifter’s segment length will determine whether or not they can actually get their chin over the bar, it’s not an absolute for everyone.Lower to almost full extension of the elbow but avoid locking out completely as this can place excessive strain on the ligamentous structures within the elbow and shoulder.If you can’t complete a single bodyweight pull up, start with slow negatives (add weight when these can be accomplished under control) or flexed arm hangs in the top position.Ditch the straps and kips, neither one is necessary or recommended.",https://www.youtube.com/embed/UTqVfGZPhso?rel=0,https://www.muscleandstrength.com/exercises/archer-pull-up
Lateral Pulldown (Rope Extension) Video Exercise Guide,Lats,"Biceps, Middle Back, Shoulders","Biceps, Middle Back, Shoulders","Biceps, Middle Back, Shoulders",,"The lat pulldown with rope extension allows for a slightly deeper range of motion.Set up for the exercise by attaching a rope extension to a lat pulldown machine, setting the weight you want to use on the stack, and adjusting the knee pad.Grasp the rope with a neutral grip, palms facing inward and thumbs back.Sit down on the machine and take the weight off the stack, keeping your arms extended. This is the starting position.Keeping your body tight and sitting upright, slowly pull the rope down as far as possible.Pause, and then slowly lower the weight back to the starting position without letting it drop to the stack.Repeat for desired reps.","Stay seated upright throughout the set - do not lean back. Leaning back and using your body to swing the weight down is cheating!To add more intensity, slow the rep timing down to 1-2-2.",https://player.vimeo.com/video/756788551?h=228c3e8e4f,https://www.muscleandstrength.com/exercises/rope-lat-pull-down.html
L-Sit Chin Up Video Exercise Guide,Lats,"Abs, Biceps, Shoulders, Upper Back","Abs, Biceps, Shoulders, Upper Back","Abs, Biceps, Shoulders, Upper Back",The L-sit chin up is a chin up variation that combines a chin up with an isometric hanging leg raise hold.The pairing is best for those looking to build their lats and biceps while also providing an endurance challenge for the core.,"Using a supinated grip, grasp the bar with a shoulder width grip.Squeeze the abs and raise the legs to 90 degrees.Take a deep breath, depress the shoulder blades and drive the elbows straight down to the floor while activating the lats.Pull your chin towards the bar until the lats are fully contracted, then slowly lower yourself back to the start position.Keep the legs parallel to the floor and repeat for the assigned number of repetitions.","To decrease bicep involvement, use a false (thumbless grip).Try to keep a neutral head position (looking straight ahead or slightly up) as hyperextending the neck can lead to compensations throughout the spine.If the bar is high enough, keep the legs straight and in front of the body.Avoid falling into overextension of the lumbar spine by squeezing your glutes and bracing your abs.The chin up is completed when the lats are fully flexed, don’t continue pulling and compensate with the pecs.Keep your shoulders down and back, if they round forward at the top then you’ve pulled too far.A lifter’s segment length will determine whether or not they can actually get their chin over the bar, it’s not an absolute for everyone.Lower to almost full extension of the elbow but avoid locking out completely as this can place excessive strain on the ligamentous structures within the elbow and shoulder.If you can’t complete a single bodyweight chin up, start with slow negatives or flexed arm hangs at the top position.Ditch the straps and kips, neither one is necessary or recommended.",https://www.youtube.com/embed/GjH4xPEC6VI?rel=0,https://www.muscleandstrength.com/exercises/l-sit-chin-up
L-Sit Pull Up Video Exercise Guide,Lats,"Abs, Biceps, Shoulders, Upper Back","Abs, Biceps, Shoulders, Upper Back","Abs, Biceps, Shoulders, Upper Back","The L-sit pull up is a pull up variation that combines apull upwith an isometrichanging leg raisehold.The pairing is best for those looking to build their lats, while also providing an endurance challenge for the core.","Using a pronated grip, grasp the pull bar with a slightly wider than shoulder width grip.Squeeze the abs and raise the legs to 90 degrees.Take a deep breath, depress the shoulder blades and drive the elbows straight down to the floor while activating the lats.Pull your chin towards the bar until the lats are fully contracted, then slowly lower yourself back to the start position.Keep the legs parallel to the floor and repeat for the assigned number of repetitions.","To decrease bicep involvement, use a false (thumbless grip).Try to keep a neutral head position (looking straight ahead or slightly up) as hyperextending the neck can lead to compensations throughout the spine.If the bar is high enough, keep the legs straight and in front of the body in a hollow body position.Avoid falling into overextension of the lumbar spine by squeezing your glutes and bracing your abs.The pullup is completed when the lats are fully flexed, don’t continue pulling and compensate with the pecs. When this occurs, the elbows will flare up behind the body, the shoulder will round forward, and you’ll begin to feel pressure in the front of your shoulders.A lifter’s segment length will determine whether or not they can actually get their chin over the bar, it’s not an absolute for everyone.Lower to almost full extension of the elbow but avoid locking out completely as this can place excessive strain on the ligamentous structures within the elbow and shoulder.If you can’t complete a single bodyweight pullup, start with slow negatives (add weight when these can be accomplished under control) or flexed arm hangs in the top position.Ditch the straps and kips, neither one is necessary or recommended.",https://www.youtube.com/embed/D_QW34ynrKM?rel=0,https://www.muscleandstrength.com/exercises/l-sit-pull-up
Resistance Band Assisted Pull Up (From Foot) Video Exercise Guide,Lats,"Abs, Biceps, Shoulders, Upper Back","Abs, Biceps, Shoulders, Upper Back","Abs, Biceps, Shoulders, Upper Back","The resistance band assisted pull up (from foot) is an excellent way for beginners who can’t perform bodyweightpull upsto practice the pull up motion.The band assisted pull up is a progression fromeccentric only pull ups, and can be used alongside the eccentric only pull up to build the pulling muscles required to perform bodyweight pull ups. These muscles primarily include the lats and biceps.","Attach a band to the bar and loop the end around your foot.Using a pronated grip, grasp the pull up bar with a slightly wider than shoulder width grip.Take a deep breath, squeeze your glutes and brace your abs. Depress the shoulder blades and then drive the elbows straight down to the floor while activating the lats.Pull your chin towards the bar until the lats are fully contracted, then slowly lower yourself back to the start position and repeat for the assigned number of repetitions.","To decrease bicep involvement, use a false (thumbless grip).Try to keep a neutral head position (looking straight ahead or slightly up) as hyperextending the neck can lead to compensations throughout the spine.If the bar is high enough, keep the legs straight and in front of the body in a hollow body position.Avoid falling into overextension of the lumbar spine by squeezing your glutes and bracing your abs.The pull up is completed when the lats are fully flexed, don’t continue pulling and compensate with the pecs. When this occurs, the elbows will flare up behind the body, the shoulder will round forward, and you’ll begin to feel pressure in the front of your shoulders.A lifter’s segment length will determine whether or not they can actually get their chin over the bar, it’s not an absolute for everyone.Lower to almost full extension of the elbow but avoid locking out completely as this can place excessive strain on the ligamentous structures within the elbow and shoulder.If you can’t complete a single bodyweight pull up, start with slow negatives (add weight when these can be accomplished under control) or flexed arm hangs in the top position.Ditch the straps and kips, neither one is necessary or recommended.",https://www.youtube.com/embed/JJp7A277PWw?rel=0,https://www.muscleandstrength.com/exercises/band-assisted-pull-up-from-foot
Chin Up With Leg Raise Video Exercise Guide,Lats,"Abs, Biceps, Shoulders, Upper Back","Abs, Biceps, Shoulders, Upper Back","Abs, Biceps, Shoulders, Upper Back","The chin up with leg raise is a combination exercise that combines thechin upwith theleg raise.The chin up itself is an excellent lat and bicep building exercise and the leg raise is a highly recommended ab exercise. By adding the leg raise to the end of the exercise, you not only add a great core exercise, but the isometric hold of the chin up increases the time under tension on the lats and biceps which can lead to greater muscle growth.","Using a pronated grip, grasp the bar with a shoulder width grip.Take a deep breath, depress the shoulder blades and drive the elbows straight down to the floor while activating the lats.Pull your chin towards the bar until the lats are fully contracted, then squeeze the abs and raise the legs to 90 degrees.Lower the legs and then slowly lower yourself back to the start position.Repeat for the assigned number of repetitions.","To decrease bicep involvement, use a false (thumbless grip).Try to keep a neutral head position (looking straight ahead or slightly up) as hyperextending the neck can lead to compensations throughout the spine.If the bar is high enough, keep the legs straight and in front of the body.Avoid falling into overextension of the lumbar spine by squeezing your glutes and bracing your abs.The chin up is completed when the lats are fully flexed, don’t continue pulling and compensate with the pecs.Keep your shoulders down and back, if they round forward at the top then you’ve pulled too far.A lifter’s segment length will determine whether or not they can actually get their chin over the bar, it’s not an absolute for everyone.Lower to almost full extension of the elbow but avoid locking out completely as this can place excessive strain on the ligamentous structures within the elbow and shoulder.If you can’t complete a single bodyweight chin up, start with slow negatives or flexed arm hangs at the top position.Ditch the straps and kips, neither one is necessary or recommended.",https://www.youtube.com/embed/rwYGDzJDC5o?rel=0,https://www.muscleandstrength.com/exercises/chin-up-with-leg-raise
Overhand Close Grip Lateral Pulldown Video Exercise Guide,Lats,"Biceps, Middle Back, Shoulders","Biceps, Middle Back, Shoulders","Biceps, Middle Back, Shoulders",,"Set up for the overhand close grip lat pulldown by attaching a small straight bar to the machine (you can use the wide grip bar if you prefer), setting the weight on the stack, and adjusting the knee pad.Grasp the bar with an overhand grip, hands around 10-12 inches apart.Sit down on the machine with your arms fully outstretched. This is the starting position.Keeping your back and body straight, slowly pull the weight down to your upper chest.Pause, and then slowly lower the weight back to the start position. Do not let the stack drop.Repeat for desired reps.",Pause for a count of 2 at the bottom of this exercise and squeeze your lats to add intensity.Don't lean back when you pull the weight down - this is cheating!Focus on using the muscles in your back to pull the weight down. The only purpose your forearms will serve in this exercise is to hold the weight.,https://player.vimeo.com/video/756788575?h=446404163a,https://www.muscleandstrength.com/exercises/overhand-close-grip-lat-pull-down.html
Standing Overhead Medicine Ball Throw Video Exercise Guide,Lats,"Abs, Triceps, Upper Back","Abs, Triceps, Upper Back","Abs, Triceps, Upper Back","The standing overhead medicine ball throw exercise is a plyometric exercise used to build explosive strength in the core, lats, and shoulders.The standing overhead medicine ball throw will primarily target the muscles of the shoulders and is an excellent exercise for anyone looking tobuild powerful strength, especially athletes looking to improve their performance in their field of competition.","Setup in an athletic base position while holding a medicine ball at your chest with a soft bend in your knees.Rise up and extend the arms overhead with the medicine ball.Exhale, pull the arms forward towards the wall, and aggressively throw the med ball into wall directly in front of you.Catch the med ball as it returns from the wall and repeat step #2 for the desired number of repetitions.","With med ball drills, the goal is speed throughout the movement. There are only a few rare instances where one might want to move slowly through a weighted plyometric drill with a medicine ball.A good rule of thumb - if the weight is so excessive that it affects the technical execution of the movement then it is too much.You can use these drills as “fillers” in between your large compound movements or you can implement them within your warm up as a method of potentiating your central nervous system for heavier strength based work in your accompanying training session.Keep the torso rigid and ensure some tension through the core to help transmit force out through the extremities.Initially you may want to focus on pausing in between reps to ensure proper positioning but over time you can eventually progress to more rhythmic (i.e. back to back) repetitions.If you are using a denser medicine ball which will react with “an equal and opposite reaction” then you may want to stand a little ways back from the wall to allow yourself time to react.However, if you’re using a more absorptive ball then you can stand closer and catch the ball as it comes directly off the wall.",https://www.youtube.com/embed/jxh6VAWuBbA?rel=0,https://www.muscleandstrength.com/exercises/standing-overhead-medicine-ball-throw
Thibaudeau Kayak Row Video Exercise Guide,Lats,"Abs, Biceps, Shoulders, Upper Back","Abs, Biceps, Shoulders, Upper Back","Abs, Biceps, Shoulders, Upper Back","The Thibaudeau kayak rows is an exercise used to target the muscles of the back.The exercise was made popular by world-renowned strength coach, Christian Thibaudeau. The Thibaudeau kayak row utilizes a cable pulley machine and mimics the motion one would use to paddle while in a kayak.","Attach a medium width handle to a cable stack and assume a standing position.Grasp the handle with a pronated grip (double overhand) at roughly shoulder width.Keep the elbow slightly flexed and initiate the movement by depressing the shoulder blade, extending the shoulder, and laterally flexing the spine to maximally contract the lat.Pull one side of the bar towards your thigh until the lat is fully contracted and then slowly lower under control.Repeat for the desired number of repetitions on both sides.","Keep some tone through your abdominals as you pull the bar into your body to ensure you don’t arch excessively through the spine.If you feel your biceps being overused and your back remaining under active, consider utilizing a false grip (i.e. don’t wrap the thumb around the dumbbell).Don’t allow the head to jut forward as you pull.Similarly, ensure the shoulder blade moves on the rib cage. Don’t lock the shoulder blade down and just move through the glenohumeral joint.",https://www.youtube.com/embed/1YF81jucQbg?rel=0,https://www.muscleandstrength.com/exercises/thibaudeau-kayak-row
Wide Grip Chin Up Video Exercise Guide,Lats,"Biceps, Middle Back, Shoulders","Biceps, Middle Back, Shoulders","Biceps, Middle Back, Shoulders",,"Set up for the wide grip chin up by grasping a pull-up bar with a wide underhand grip (palms facing you).Take your feet off the floor and hang from the bar. This is the starting position.Keeping your body straight and eyes up, slowly pull yourself up until your chin is above the bar.Lower yourself back to the starting position.Repeat for desired reps.",Use a full range of motion with every rep to get the most out of this exercise.Go slowly and control your body on the way down.Keep as still as possible - not allowing your body to swing.Weight can be added for extra intensity.,https://player.vimeo.com/video/756788596?h=98bbd51830,https://www.muscleandstrength.com/exercises/wide-grip-chin-up.html
